customer_id,age,gender,country,registration_date,loyalty_score,lifetime_value,churn_label,churn_label_binaria,churn_label_yes_no
cust000048,69,female,india,2020-08-26,77.1,9926.53,1,True,Yes
cust000049,45,female,france,2021-09-11,52.27,8608.07,0,False,No
cust000050,64,male,uk,2022-11-05,2.54,2247.04,1,True,Yes
cust000051,39,male,india,2022-01-31,3.14,12764.57,1,True,Yes
cust000052,46,male,france,2021-01-03,31.44,10220.56,1,True,Yes
cust000053,33,male,brazil,2020-08-05,90.76,5060.92,0,False,No
cust000054,53,male,usa,2022-10-20,41.04,15135.47,0,False,No
cust000055,18,male,india,2021-01-12,22.88,1631.9,1,True,Yes
cust000056,48,male,france,2020-09-21,28.98,3308.3,0,False,No
cust000057,42,male,france,2018-12-04,92.97,16181.6,0,False,No
cust000058,68,female,canada,2022-05-25,63.34,17442.07,0,False,No
cust000059,64,other,brazil,2023-05-15,80.37,3812.74,0,False,No
cust000060,31,male,usa,2019-08-31,89.26,10832.91,0,False,No
cust000061,21,other,brazil,2018-04-28,80.74,17932.22,0,False,No
cust000062,51,male,usa,2022-10-13,31.8,2290.03,0,False,No
cust000063,29,male,uk,2018-06-14,22.79,8599.44,0,False,No
cust000064,43,male,india,2019-04-27,81.8,17228.54,0,False,No
cust000065,57,male,france,2018-03-23,0.7,10263.87,0,False,No
cust000066,51,female,canada,2021-03-03,41.74,4519.95,0,False,No
cust000067,38,male,canada,2022-01-06,11.99,6818.54,0,False,No
cust000068,59,female,brazil,2021-10-07,94.29,6531.74,0,False,No
cust000069,22,male,brazil,2022-03-20,51.88,14090.08,0,False,No
cust000070,24,male,india,2021-02-27,36.36,19438.46,0,False,No
cust000071,40,male,india,2018-09-29,96.24,5110.47,0,False,No
cust000072,46,other,canada,2018-11-20,49.72,6087.48,0,False,No
cust000073,59,other,usa,2022-07-11,28.48,834.05,0,False,No
cust000074,37,other,uk,2021-02-09,60.96,10103.31,0,False,No
cust000075,34,male,uk,2018-10-03,5.15,5645.06,0,False,No
cust000076,35,female,india,2018-11-15,90.83,4867.28,0,False,No
cust000077,61,other,canada,2019-02-21,14.49,9840.11,0,False,No
cust000078,21,male,france,2019-05-30,98.57,4916.9,0,False,No
cust000079,18,female,germany,2018-04-01,67.21,15256.23,0,False,No
cust000080,28,other,brazil,2019-06-21,23.76,14591.51,0,False,No
cust000081,53,male,uk,2020-05-25,36.78,12682.89,1,True,Yes
cust000082,62,male,usa,2022-12-14,63.35,10761.92,0,False,No
cust000083,53,male,france,2021-04-07,9.03,16722.52,1,True,Yes
cust000084,41,male,australia,2019-09-24,32.08,3811.72,1,True,Yes
cust000085,60,male,australia,2019-05-27,4.08,11858.77,0,False,No
cust000086,44,other,germany,2022-12-16,67.76,430.1,0,False,No
cust000087,28,male,france,2019-04-30,51.21,4607.27,1,True,Yes
cust000088,39,female,india,2022-02-17,64.52,3569.89,0,False,No
cust000089,62,male,france,2022-06-01,69.09,7796.03,0,False,No
cust000090,48,male,india,2022-10-25,93.67,2836.67,0,False,No
cust000091,40,female,india,2020-07-31,34.11,2358.12,1,True,Yes
cust000092,30,female,australia,2021-09-13,92.47,17559.05,0,False,No
cust000093,67,female,australia,2018-05-23,25.79,13233.68,0,False,No
cust000094,61,other,australia,2020-03-29,81.72,11148.5,0,False,No
cust000095,34,male,canada,2018-08-25,52.97,4912.86,1,True,Yes
cust000096,45,female,australia,2021-05-06,9.31,17954.59,0,False,No
cust000097,25,female,india,2020-11-13,90.04,12698.72,0,False,No
cust000098,45,male,india,2021-12-22,33.9,7049.27,0,False,No
cust000099,60,female,australia,2018-05-24,72.6,17952.49,0,False,No
cust000100,64,female,canada,2018-09-13,88.71,15619.52,0,False,No
cust000101,43,other,canada,2019-10-31,64.2,1774.39,0,False,No
cust000102,44,other,france,2019-01-28,16.16,17981.23,0,False,No
cust000103,29,other,canada,2023-01-23,60.64,283.02,0,False,No
cust000104,18,female,canada,2022-09-04,10.15,13303.69,1,True,Yes
cust000105,55,other,australia,2022-05-29,0.51,3300.08,0,False,No
cust000106,61,male,brazil,2020-06-24,54.87,13868.71,0,False,No
cust000107,68,other,germany,2023-05-20,65.2,4562.96,0,False,No
cust000108,50,other,australia,2019-08-05,71.22,4821.26,1,True,Yes
cust000109,66,male,canada,2023-05-04,32.54,14955.18,1,True,Yes
cust000110,27,male,usa,2019-02-12,64.96,16999.55,0,False,No
cust000111,57,male,brazil,2020-08-31,65.76,11409.34,0,False,No
cust000112,54,male,france,2021-07-13,9.37,7417.54,0,False,No
cust000113,27,other,usa,2019-05-15,26.52,4955.39,0,False,No
cust000114,67,male,france,2022-10-29,97.3,7922.64,0,False,No
cust000115,62,other,brazil,2022-07-05,89.2,12659.66,1,True,Yes
cust000116,25,female,germany,2019-05-26,79.48,10102.48,0,False,No
cust000117,51,other,australia,2021-09-29,57.69,9901.1,0,False,No
cust000118,46,other,france,2022-12-31,19.52,14476.8,0,False,No
cust000119,46,male,brazil,2021-01-27,28.08,583.89,0,False,No
cust000120,33,other,canada,2022-03-20,64.55,3624.5,0,False,No
cust000121,49,other,india,2020-12-03,94.05,19083.18,0,False,No
cust000122,63,female,india,2018-06-08,91.49,7466.16,0,False,No
cust000123,52,male,germany,2019-10-17,1.55,18573.54,1,True,Yes
cust000124,62,male,india,2020-02-24,42.82,19336.43,1,True,Yes
cust000125,39,other,brazil,2020-04-14,96.36,17074.89,0,False,No
cust000126,44,female,usa,2019-02-28,29.44,7763.44,0,False,No
cust000127,54,female,brazil,2022-04-17,85.11,6406.75,1,True,Yes
cust000128,37,female,france,2019-12-22,16.95,11180.35,0,False,No
cust000129,52,other,india,2022-02-13,93.62,13950.99,0,False,No
cust000130,45,female,usa,2019-07-13,57.01,2033.81,0,False,No
cust000131,61,female,germany,2021-10-01,61.5,19802.07,0,False,No
cust000132,26,other,usa,2023-02-27,14.01,10414.76,0,False,No
cust000133,54,other,usa,2021-04-27,87.74,14841.3,1,True,Yes
cust000134,26,female,germany,2020-05-27,69.7,14079.43,1,True,Yes
cust000135,38,male,brazil,2020-02-16,35.95,5942.48,1,True,Yes
cust000136,42,female,france,2022-04-08,80.94,16221.26,0,False,No
cust000137,48,male,usa,2018-06-17,86.71,18273.49,0,False,No
cust000138,32,other,uk,2019-12-18,51.13,10080.17,0,False,No
cust000139,20,male,india,2021-08-27,79.83,13034.28,0,False,No
cust000140,57,male,india,2018-02-11,70.2,15936.27,0,False,No
cust000141,25,other,india,2021-10-03,89.0,6826.1,0,False,No
cust000142,67,female,germany,2019-06-09,37.56,1970.24,0,False,No
cust000143,65,other,uk,2023-05-28,57.83,815.25,0,False,No
cust000144,37,male,usa,2018-12-02,46.56,10898.63,0,False,No
cust000145,61,female,france,2021-03-25,28.65,11857.58,0,False,No
cust000146,22,other,india,2019-02-11,3.05,843.23,1,True,Yes
cust000147,37,other,uk,2022-05-02,82.26,7267.79,0,False,No
cust000148,68,male,australia,2021-03-05,12.71,10492.64,0,False,No
cust000149,41,male,australia,2021-09-16,77.0,4394.84,1,True,Yes
cust000150,70,female,uk,2020-05-10,62.29,1798.41,0,False,No
cust000151,58,female,germany,2020-01-12,5.17,10673.96,0,False,No
cust000152,51,other,canada,2022-02-11,54.06,12784.86,0,False,No
cust000153,52,female,brazil,2023-02-27,72.61,19519.46,0,False,No
cust000154,55,female,australia,2022-02-06,51.63,6526.83,0,False,No
cust000155,23,female,brazil,2022-08-29,79.52,5489.56,0,False,No
cust000156,54,other,france,2020-08-09,43.9,1661.28,0,False,No
cust000157,38,male,brazil,2020-10-09,2.54,19256.7,1,True,Yes
cust000158,34,female,canada,2022-06-22,83.6,13949.89,0,False,No
cust000159,35,other,usa,2021-12-07,40.9,3548.56,0,False,No
cust000160,23,male,france,2019-01-27,15.64,5079.83,0,False,No
cust000161,33,other,brazil,2022-04-02,54.92,14320.46,0,False,No
cust000162,46,male,uk,2020-10-02,66.02,5670.68,0,False,No
cust000163,62,male,canada,2020-04-08,95.49,14784.15,0,False,No
cust000164,48,other,australia,2020-01-26,55.44,12273.24,0,False,No
cust000165,53,female,australia,2022-03-08,41.96,5029.85,0,False,No
cust000166,37,female,india,2019-07-09,35.6,15181.14,1,True,Yes
cust000167,38,male,germany,2019-01-30,1.44,2409.85,1,True,Yes
cust000168,48,female,canada,2022-02-21,4.6,910.5,0,False,No
cust000169,30,female,india,2022-09-02,85.55,14102.79,0,False,No
cust000170,18,other,germany,2019-09-12,47.42,2046.9,0,False,No
cust000171,21,other,canada,2023-06-19,49.16,9522.09,0,False,No
cust000172,58,female,uk,2018-09-16,17.32,8733.65,0,False,No
cust000173,36,female,brazil,2021-03-21,39.85,12355.42,0,False,No
cust000174,21,female,brazil,2019-01-13,63.51,1001.55,1,True,Yes
cust000175,43,female,uk,2018-05-14,37.46,12554.61,0,False,No
cust000176,21,male,germany,2021-11-06,50.31,17144.15,0,False,No
cust000177,37,male,india,2023-04-28,65.87,3342.4,1,True,Yes
cust000178,44,other,india,2022-04-15,7.06,12884.14,0,False,No
cust000179,46,female,canada,2020-02-19,2.65,11756.93,0,False,No
cust000180,37,other,usa,2020-05-28,94.02,11551.94,0,False,No
cust000181,24,male,india,2022-02-24,38.82,12901.44,1,True,Yes
cust000182,28,male,germany,2018-06-16,45.83,10957.77,0,False,No
cust000183,18,female,brazil,2018-11-17,94.15,7783.44,0,False,No
cust000184,36,male,india,2020-08-20,96.12,18116.48,0,False,No
cust000185,62,female,uk,2019-08-03,19.58,1480.29,0,False,No
cust000186,34,other,india,2023-03-08,10.08,462.61,0,False,No
cust000187,32,other,germany,2021-01-20,9.44,13691.83,0,False,No
cust000188,27,male,usa,2022-08-20,7.12,6447.62,1,True,Yes
cust000189,56,other,canada,2019-09-22,84.49,563.11,0,False,No
cust000190,62,female,france,2020-08-17,81.45,5708.91,0,False,No
cust000191,52,female,brazil,2020-10-21,11.82,13965.07,1,True,Yes
cust000192,45,other,australia,2018-03-23,62.89,17561.69,0,False,No
cust000193,23,male,usa,2018-02-22,73.51,16089.27,0,False,No
cust000194,70,female,usa,2021-10-08,28.2,3631.05,0,False,No
cust000195,48,other,brazil,2018-12-25,75.06,16156.01,0,False,No
cust000196,55,female,brazil,2019-01-07,99.05,8311.09,0,False,No
cust000197,40,female,australia,2020-08-20,37.2,15550.62,1,True,Yes
cust000198,28,female,france,2018-08-03,34.08,18622.07,0,False,No
cust000199,60,female,usa,2019-08-14,85.84,8636.98,0,False,No
cust000200,34,female,uk,2019-10-07,75.09,15115.4,0,False,No
cust000201,50,male,brazil,2020-04-07,10.31,18060.8,0,False,No
cust000202,51,female,brazil,2019-01-20,50.53,16546.5,0,False,No
cust000203,21,male,canada,2022-04-06,32.0,17920.91,0,False,No
cust000204,36,female,brazil,2023-03-15,38.92,315.67,1,True,Yes
cust000205,58,other,india,2023-06-17,90.54,1916.6,0,False,No
cust000206,53,male,france,2019-09-29,31.93,19006.23,1,True,Yes
cust000207,25,female,uk,2022-09-20,95.06,11511.41,0,False,No
cust000208,49,other,canada,2018-11-12,63.18,9024.07,0,False,No
cust000209,44,female,brazil,2019-07-14,29.32,6640.42,1,True,Yes
cust000210,27,female,india,2021-02-02,67.25,15072.25,0,False,No
cust000211,65,male,uk,2020-11-06,79.16,15813.4,0,False,No
cust000212,44,female,canada,2022-06-06,9.12,9938.96,0,False,No
cust000213,64,female,brazil,2019-08-03,5.76,11035.62,0,False,No
cust000214,52,female,australia,2020-07-03,44.15,17765.31,0,False,No
cust000215,52,female,brazil,2022-04-12,35.09,2429.63,0,False,No
cust000216,30,other,india,2022-11-16,14.3,15254.06,0,False,No
cust000217,67,female,usa,2019-04-24,61.82,2112.34,0,False,No
cust000218,63,female,france,2020-08-26,8.41,14049.29,0,False,No
cust000219,70,other,germany,2022-06-11,7.28,16455.02,0,False,No
cust000220,26,other,australia,2018-03-17,70.62,1718.84,0,False,No
cust000221,46,male,brazil,2022-11-26,8.48,19734.13,1,True,Yes
cust000222,44,other,germany,2018-10-23,37.43,7475.78,1,True,Yes
cust000223,34,female,france,2022-05-20,81.28,18950.25,0,False,No
cust000224,39,other,france,2022-10-11,98.6,15092.23,0,False,No
cust000225,63,female,usa,2021-07-07,37.63,1761.66,0,False,No
cust000226,58,other,canada,2019-04-26,77.71,11212.24,0,False,No
cust000227,23,female,uk,2022-03-10,42.42,18136.45,0,False,No
cust000228,24,female,germany,2021-12-12,11.12,9903.24,0,False,No
cust000229,19,male,australia,2023-01-25,1.14,9426.35,0,False,No
cust000230,40,female,france,2019-08-24,5.63,2464.48,1,True,Yes
cust000231,44,other,germany,2020-12-23,11.75,13019.29,1,True,Yes
cust000232,57,female,india,2018-06-11,74.6,11709.04,0,False,No
cust000233,27,male,brazil,2021-04-09,96.22,7559.92,0,False,No
cust000234,34,other,usa,2020-07-30,28.57,17385.12,0,False,No
cust000235,36,other,germany,2020-08-10,22.36,19268.13,1,True,Yes
cust000236,40,other,canada,2023-04-20,1.22,19400.59,0,False,No
cust000237,62,female,brazil,2020-05-18,4.32,17833.75,0,False,No
cust000238,42,female,uk,2019-02-12,52.77,19860.0,0,False,No
cust000239,40,other,canada,2021-03-17,7.38,11121.7,0,False,No
cust000240,19,other,france,2019-08-28,96.93,10509.65,0,False,No
cust000241,61,other,usa,2021-03-05,62.94,13945.4,0,False,No
cust000242,49,female,india,2022-03-07,45.45,12588.41,0,False,No
cust000243,32,other,india,2019-12-23,58.43,18033.04,0,False,No
cust000244,66,other,germany,2021-10-20,4.54,5691.17,0,False,No
cust000245,58,other,usa,2023-01-25,95.04,17816.25,0,False,No
cust000246,20,other,australia,2020-06-21,45.57,12440.64,0,False,No
cust000247,36,female,france,2018-07-04,27.74,3843.61,1,True,Yes
cust000248,68,other,australia,2018-09-28,46.37,7131.71,0,False,No
cust000249,35,male,canada,2023-02-14,58.37,1646.92,0,False,No
cust000250,48,female,australia,2023-04-18,97.44,19725.59,0,False,No
cust000251,22,male,india,2020-08-17,69.82,10768.32,0,False,No
cust000252,61,female,australia,2022-01-23,30.95,16294.52,1,True,Yes
cust000253,18,female,uk,2020-03-19,68.47,3336.08,0,False,No
cust000254,65,other,canada,2021-10-09,91.09,16468.49,0,False,No
cust000255,58,female,uk,2022-08-12,94.98,14541.82,0,False,No
cust000256,19,other,australia,2020-08-23,61.34,8423.04,0,False,No
cust000257,59,male,brazil,2019-03-30,93.27,17334.67,0,False,No
cust000258,59,female,uk,2019-09-11,4.52,624.7,1,True,Yes
cust000259,20,female,brazil,2023-04-22,37.65,16230.01,1,True,Yes
cust000260,52,male,france,2019-04-26,98.73,3093.3,0,False,No
cust000261,65,other,france,2021-10-05,59.41,7679.73,0,False,No
cust000262,27,female,uk,2022-01-28,96.99,16858.17,0,False,No
cust000263,44,female,usa,2021-06-14,83.83,9426.99,0,False,No
cust000264,46,female,india,2019-03-21,41.48,5540.8,0,False,No
cust000265,61,female,australia,2018-07-23,5.64,17307.98,1,True,Yes
cust000266,30,male,brazil,2019-07-20,81.29,19994.38,1,True,Yes
cust000267,59,other,usa,2019-03-11,99.66,11153.09,1,True,Yes
cust000268,33,male,india,2019-11-15,76.9,18900.84,1,True,Yes
cust000269,53,male,india,2022-04-17,84.96,5022.23,0,False,No
cust000270,39,male,usa,2019-04-23,45.05,2670.27,0,False,No
cust000271,26,other,canada,2018-10-24,95.41,12162.88,0,False,No
cust000272,60,male,germany,2018-08-14,22.86,13466.84,1,True,Yes
cust000273,68,male,australia,2022-06-06,61.81,7227.44,1,True,Yes
cust000274,21,male,france,2019-06-28,11.36,13464.31,0,False,No
cust000275,22,female,brazil,2022-03-08,52.03,15469.14,0,False,No
cust000276,55,male,brazil,2020-11-17,52.02,17058.41,0,False,No
cust000277,57,male,canada,2023-04-21,55.19,11262.67,0,False,No
cust000278,19,male,brazil,2023-05-29,87.67,8129.31,0,False,No
cust000279,61,male,brazil,2020-05-23,13.4,672.78,0,False,No
cust000280,22,male,australia,2020-06-27,75.51,12444.16,0,False,No
cust000281,26,female,australia,2018-05-15,70.41,4337.99,0,False,No
cust000282,51,female,brazil,2021-05-08,13.64,389.44,0,False,No
cust000283,24,other,uk,2020-05-31,35.06,11839.36,0,False,No
cust000284,67,other,india,2021-08-26,39.22,8805.75,0,False,No
cust000285,32,female,australia,2022-12-24,90.42,7030.28,0,False,No
cust000286,44,other,uk,2020-03-27,51.4,15694.69,0,False,No
cust000287,60,female,australia,2019-10-03,39.65,12479.53,0,False,No
cust000288,48,male,uk,2021-11-07,86.24,18995.46,0,False,No
cust000289,45,male,australia,2018-07-10,14.71,18539.09,0,False,No
cust000290,21,other,australia,2021-02-13,49.21,5239.06,0,False,No
cust000291,40,other,france,2020-04-21,45.91,19602.65,0,False,No
cust000292,21,female,canada,2022-01-16,49.26,6642.16,0,False,No
cust000293,50,male,germany,2021-03-29,63.34,4878.9,0,False,No
cust000294,24,female,australia,2019-04-05,7.59,2664.71,1,True,Yes
cust000295,54,male,france,2019-07-25,12.8,3122.86,0,False,No
cust000296,67,other,usa,2023-06-19,13.88,12853.41,0,False,No
cust000297,62,female,usa,2021-09-09,18.19,6978.78,1,True,Yes
cust000298,66,female,australia,2021-12-10,89.68,9531.84,0,False,No
cust000299,27,other,france,2019-01-07,66.76,3529.17,1,True,Yes
cust000300,58,male,uk,2022-02-26,19.23,913.29,0,False,No
cust000301,42,female,brazil,2019-03-17,16.89,5643.95,1,True,Yes
cust000302,37,other,australia,2020-01-28,17.7,1865.18,0,False,No
cust000303,56,male,usa,2021-03-08,12.06,9269.5,1,True,Yes
cust000304,57,male,uk,2022-03-26,20.63,7348.97,1,True,Yes
cust000305,45,female,brazil,2021-09-17,50.34,13838.86,0,False,No
cust000306,66,other,uk,2019-03-18,3.93,16008.27,1,True,Yes
cust000307,36,other,brazil,2018-08-16,62.79,1727.0,0,False,No
cust000308,20,male,france,2019-09-24,87.36,18425.36,0,False,No
cust000309,18,male,canada,2018-04-23,6.11,5609.87,0,False,No
cust000310,26,female,canada,2022-04-21,80.62,14990.37,0,False,No
cust000311,49,other,france,2018-01-16,18.45,4266.05,1,True,Yes
cust000312,52,other,india,2020-02-18,37.05,9742.01,0,False,No
cust000313,60,female,uk,2022-09-03,61.83,7441.38,0,False,No
cust000314,20,female,usa,2022-02-28,46.25,14974.67,0,False,No
cust000315,38,other,france,2018-06-09,3.67,5123.5,0,False,No
cust000316,58,female,canada,2021-12-24,71.33,17914.62,1,True,Yes
cust000317,38,male,brazil,2018-02-12,51.17,10689.06,0,False,No
cust000318,41,male,france,2023-02-27,10.72,9003.51,0,False,No
cust000319,45,other,france,2019-05-14,53.26,4925.16,0,False,No
cust000320,37,other,australia,2020-03-21,26.92,7607.95,1,True,Yes
cust000321,28,male,uk,2022-05-15,2.01,6509.38,0,False,No
cust000322,67,female,australia,2019-02-02,21.14,6617.2,0,False,No
cust000323,59,male,india,2022-08-05,11.98,17821.49,1,True,Yes
cust000324,30,male,germany,2019-06-09,59.36,13614.14,0,False,No
cust000325,22,male,brazil,2021-09-04,78.92,10019.0,0,False,No
cust000326,66,other,brazil,2021-02-28,8.69,10788.42,0,False,No
cust000327,54,other,australia,2022-12-12,58.68,14934.25,0,False,No
cust000328,38,male,brazil,2021-07-08,43.17,2638.85,1,True,Yes
cust000329,58,female,canada,2020-06-24,28.38,7325.34,0,False,No
cust000330,50,male,canada,2019-12-22,64.59,11458.49,0,False,No
cust000331,21,female,canada,2018-03-19,35.61,19731.65,1,True,Yes
cust000332,23,other,france,2022-11-05,60.58,4820.81,0,False,No
cust000333,68,other,usa,2021-02-09,10.18,3141.9,0,False,No
cust000334,54,other,india,2022-07-17,24.6,3297.56,1,True,Yes
cust000335,50,male,usa,2020-09-01,18.66,5773.39,0,False,No
cust000336,39,other,uk,2022-07-19,17.34,17945.63,0,False,No
cust000337,20,male,brazil,2018-12-20,8.02,10537.78,0,False,No
cust000338,51,other,germany,2020-12-09,41.04,19649.33,0,False,No
cust000339,36,female,france,2023-02-23,11.2,8017.33,0,False,No
cust000340,56,male,australia,2021-10-22,96.95,17323.59,1,True,Yes
cust000341,53,other,france,2018-07-13,81.71,5232.27,0,False,No
cust000342,60,other,germany,2022-01-22,17.09,13406.0,1,True,Yes
cust000343,60,male,australia,2021-04-08,92.94,11179.58,0,False,No
cust000344,62,other,france,2021-09-05,57.16,5671.58,0,False,No
cust000345,23,female,france,2021-12-22,76.95,3822.17,0,False,No
cust000346,70,male,uk,2019-11-04,32.37,8566.19,0,False,No
cust000347,50,female,usa,2020-05-17,50.76,4923.95,0,False,No
cust000348,31,female,brazil,2019-01-05,11.48,12251.34,1,True,Yes
cust000349,27,male,canada,2018-10-09,28.86,11666.64,0,False,No
cust000350,50,other,usa,2018-07-27,15.44,9674.69,0,False,No
cust000351,67,other,germany,2022-11-30,53.26,1131.29,0,False,No
cust000352,28,male,germany,2018-11-12,33.66,2774.85,0,False,No
cust000353,44,female,india,2018-03-31,6.34,19800.21,0,False,No
cust000354,36,other,brazil,2021-06-04,32.24,16216.5,1,True,Yes
cust000355,37,female,india,2019-05-05,25.46,13661.9,0,False,No
cust000356,54,female,brazil,2023-04-24,76.02,11953.21,0,False,No
cust000357,42,other,france,2022-05-13,47.16,8295.63,0,False,No
cust000358,30,other,germany,2022-07-31,34.89,18597.63,0,False,No
cust000359,59,female,australia,2018-04-17,83.06,19304.04,0,False,No
cust000360,63,other,uk,2018-07-30,12.43,14644.26,1,True,Yes
cust000361,28,female,brazil,2022-04-12,93.83,3706.54,0,False,No
cust000362,45,male,india,2018-10-29,6.65,14848.3,0,False,No
cust000363,40,male,france,2022-12-17,57.45,16852.39,1,True,Yes
cust000364,41,male,france,2020-10-25,13.98,15925.82,0,False,No
cust000365,32,male,australia,2020-02-07,20.16,3356.75,0,False,No
cust000366,63,other,australia,2022-09-15,16.43,16310.04,0,False,No
cust000367,20,female,brazil,2018-10-09,66.52,10509.0,0,False,No
cust000368,66,other,brazil,2018-10-12,35.88,17556.29,0,False,No
cust000369,23,male,canada,2018-01-11,39.24,16350.33,1,True,Yes
cust000370,53,other,france,2018-11-03,43.91,7601.19,1,True,Yes
cust000371,33,female,uk,2019-08-14,46.27,6097.42,1,True,Yes
cust000372,58,other,brazil,2020-05-09,74.76,10104.14,1,True,Yes
cust000373,49,other,usa,2022-09-10,23.22,18001.53,0,False,No
cust000374,33,other,germany,2021-03-23,38.39,10916.7,1,True,Yes
cust000375,57,female,india,2018-01-04,90.65,12522.34,0,False,No
cust000376,60,other,uk,2019-01-19,11.69,18802.66,0,False,No
cust000377,22,other,usa,2020-01-09,62.77,6764.62,0,False,No
cust000378,20,other,france,2020-08-20,13.93,15901.1,0,False,No
cust000379,65,male,australia,2019-06-04,62.01,10715.88,0,False,No
cust000380,33,other,uk,2019-12-08,89.39,15793.08,0,False,No
cust000381,66,female,germany,2022-02-14,15.17,6303.27,1,True,Yes
cust000382,39,other,germany,2021-01-23,24.85,14904.53,0,False,No
cust000383,47,other,brazil,2021-11-03,3.35,11440.8,0,False,No
cust000384,26,male,brazil,2022-07-20,76.25,17547.64,1,True,Yes
cust000385,20,male,usa,2019-02-17,34.21,16443.02,1,True,Yes
cust000386,50,female,brazil,2019-09-28,11.06,16944.4,1,True,Yes
cust000387,59,male,canada,2022-03-23,12.75,8006.02,0,False,No
cust000388,21,other,australia,2022-05-19,79.73,3083.36,0,False,No
cust000389,41,female,france,2022-06-26,22.93,14472.83,0,False,No
cust000390,42,female,germany,2023-01-07,72.0,12858.84,0,False,No
cust000391,41,other,canada,2020-10-15,69.39,10900.22,0,False,No
cust000392,45,male,france,2022-01-29,25.18,6979.35,0,False,No
cust000393,29,other,canada,2022-08-12,18.16,18178.17,1,True,Yes
cust000394,38,other,canada,2018-06-13,58.34,8076.94,0,False,No
cust000395,63,female,germany,2021-05-19,46.2,18950.94,0,False,No
cust000396,46,male,australia,2019-12-21,15.34,11765.97,0,False,No
cust000397,35,other,usa,2020-06-09,50.59,12267.94,1,True,Yes
cust000398,43,female,germany,2021-07-29,1.81,17455.27,0,False,No
cust000399,56,other,brazil,2018-10-20,93.21,11346.15,1,True,Yes
cust000400,33,other,australia,2018-05-18,69.67,18457.74,0,False,No
cust000401,54,male,germany,2023-04-29,70.72,3135.53,0,False,No
cust000402,41,female,brazil,2023-04-28,57.63,12173.63,0,False,No
cust000403,26,other,australia,2021-03-21,42.41,14755.24,0,False,No
cust000404,35,male,uk,2021-08-23,93.44,18518.81,1,True,Yes
