customer_id,avg_session_time,pages_per_session,cart_abandon_rate,return_rate,support_tickets,review_score,behavior_churn_signal,behavior_churn_signal_binaria,behavior_churn_signal_yes_no
cust000358,13.14,11,87.0,23.0,10,3.06,0,False,No
cust000359,10.29,13,67.0,7.000000000000001,5,1.12,0,False,No
cust000360,6.85,25,70.0,10.0,7,3.69,0,False,No
cust000361,19.43,2,9.0,34.0,9,2.78,1,True,Yes
cust000362,17.49,21,18.0,35.0,10,4.35,0,False,No
cust000363,18.95,8,68.0,25.0,1,3.47,0,False,No
cust000364,17.51,4,56.99999999999999,2.0,10,4.72,0,False,No
cust000365,14.1,4,68.0,11.0,7,3.64,1,True,Yes
cust000366,8.48,10,65.0,5.0,0,3.63,1,True,Yes
cust000367,19.99,2,5.0,49.0,4,2.63,0,False,No
cust000368,17.54,14,78.0,28.000000000000004,2,3.95,1,True,Yes
cust000369,17.69,14,40.0,16.0,9,3.67,0,False,No
cust000370,16.35,6,76.0,40.0,2,2.74,1,True,Yes
cust000371,16.54,20,12.0,27.0,6,1.02,0,False,No
cust000372,7.17,8,37.0,20.0,7,3.78,0,False,No
cust000373,8.38,5,45.0,12.0,3,2.49,0,False,No
cust000374,5.32,9,7.000000000000001,30.0,7,3.67,1,True,Yes
cust000375,12.77,1,46.0,19.0,7,4.45,0,False,No
cust000376,10.86,22,48.0,1.0,8,2.36,1,True,Yes
cust000377,8.22,15,40.0,28.999999999999996,5,3.13,0,False,No
cust000378,12.55,10,76.0,41.0,10,3.87,0,False,No
cust000379,19.15,23,2.0,10.0,4,1.03,0,False,No
cust000380,13.3,10,90.0,12.0,3,4.71,0,False,No
cust000381,2.15,16,93.0,18.0,1,1.41,1,True,Yes
cust000382,10.23,19,26.0,14.000000000000002,5,2.23,0,False,No
cust000383,16.26,23,54.0,16.0,4,3.44,1,True,Yes
cust000384,14.61,22,27.0,21.0,6,1.49,0,False,No
cust000385,4.44,19,68.0,9.0,10,3.1,0,False,No
cust000386,14.47,2,11.0,28.000000000000004,9,2.03,0,False,No
cust000387,19.3,10,48.0,40.0,3,3.2,0,False,No
cust000388,1.82,12,63.0,48.0,3,3.41,0,False,No
cust000389,16.56,20,88.0,11.0,4,1.85,0,False,No
cust000390,12.61,24,41.0,42.0,10,4.6,0,False,No
cust000391,7.72,5,24.0,39.0,10,2.1,1,True,Yes
cust000392,16.63,21,42.0,33.0,10,1.38,1,True,Yes
cust000393,12.85,15,45.0,28.999999999999996,0,1.67,0,False,No
cust000394,15.0,24,86.0,11.0,2,1.38,1,True,Yes
cust000395,1.45,10,64.0,30.0,5,3.19,0,False,No
cust000396,5.41,6,39.0,30.0,3,2.99,1,True,Yes
cust000397,19.77,18,14.000000000000002,35.0,5,2.62,0,False,No
cust000398,9.14,9,72.0,35.0,2,4.97,1,True,Yes
cust000399,3.44,16,10.0,36.0,4,3.31,0,False,No
cust000400,6.21,11,8.0,4.0,1,4.58,0,False,No
cust000401,4.65,3,32.0,11.0,2,2.42,0,False,No
cust000402,2.32,8,52.0,3.0,10,4.2,0,False,No
cust000403,5.44,13,54.0,44.0,8,3.6,0,False,No
cust000404,11.13,13,32.0,17.0,0,3.68,0,False,No
cust000405,19.89,4,66.0,28.000000000000004,7,3.92,0,False,No
cust000406,9.84,24,6.0,28.000000000000004,10,4.83,0,False,No
cust000407,4.33,13,69.0,10.0,10,3.14,0,False,No
cust000408,2.84,4,45.0,38.0,10,2.39,1,True,Yes
cust000409,13.63,1,80.0,46.0,9,1.94,0,False,No
cust000410,8.59,18,15.0,50.0,5,4.71,0,False,No
cust000411,11.26,8,84.0,26.0,10,3.49,1,True,Yes
cust000412,2.69,15,76.0,6.0,4,4.3,1,True,Yes
cust000413,15.86,4,71.0,2.0,2,2.21,1,True,Yes
cust000414,6.0,2,36.0,4.0,4,4.75,0,False,No
cust000415,11.52,4,31.0,20.0,1,2.79,0,False,No
cust000416,12.41,18,52.0,46.0,2,2.99,0,False,No
cust000417,19.85,12,85.0,10.0,10,4.72,0,False,No
cust000418,3.21,23,82.0,19.0,8,4.51,1,True,Yes
cust000419,17.49,24,81.0,40.0,2,2.22,0,False,No
cust000420,2.54,21,40.0,9.0,1,3.78,0,False,No
cust000421,7.58,20,98.0,32.0,6,4.29,0,False,No
cust000422,3.52,9,86.0,46.0,0,2.95,0,False,No
cust000423,12.52,7,76.0,9.0,7,3.01,1,True,Yes
cust000424,8.57,8,15.0,18.0,5,1.27,1,True,Yes
cust000425,1.49,22,14.000000000000002,48.0,5,3.2,0,False,No
cust000426,19.35,21,43.0,16.0,5,3.02,1,True,Yes
cust000427,9.35,9,11.0,32.0,3,1.86,0,False,No
